9,0,0,0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9
9,0,0,0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9
9,0,0,0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9
9,0,0,0,20, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 9 
9,1,1,1,1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 9 
9,0,0,0,0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 9 
9,0,0,0,0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 9 
9,0,0,0,0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 9 
9,0,0,0,0, 0, 0, 2, 2, 0, 0, 0, 2, 2, 0, 9 
9,1,12,12,1, 1, 2, 2, 1, 1, 1, 1, 2, 2, 1, 9
9,0,0,0,0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 9 
9,0,0,0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 9
9,0,0,0, 0, 21, 0, 0, 0, 0, 0, 0, 2, 2, 0, 9
9,1,1,1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 9
9,1,1, 1, 1, 1, 1, 1, 1, 1,1, 1, 1, 1, 1, 9  
9,0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9 
