9,0,0,0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9
9,0,0,0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9
9,0,0,0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9
9,2,2,0,0, 0, 0, 20, 0, 0, 1, 1, 1, 0, 0, 9 
9,2,2,1,1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 9 
9,2,2,0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9 
9,2,2,0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9 
9,2,2,0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9 
9,2,2,0,0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9 
9,1,1,1,1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 9
9,0,0,0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9 
9,0,0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9
9,0,0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9
9,0,0,0, 0, 0, 0, 12, 12, 12, 12, 0, 0, 0, 0, 9
9,1,1, 1, 1, 1, 1, 1, 1, 1,1, 1, 1, 1, 1, 9  
9,0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9 
