9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,9
9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,9 
9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,9
9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,9 
9, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 3, 3,9
9, 7, 7, 0, 0, 6, 6, 6, 6, 6, 6, 6, 6, 3, 3,9
9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3,9 
9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3,9 
9, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3,9 
9, 2, 2, 4, 4, 4, 4, 4, 4, 0, 0, 5, 5, 5, 5,9 
9, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,9 
9, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,9 
9, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,9 
9, 1, 1, 1, 1, 1, 1, 1, 1, 12, 12, 12, 7, 7, 7,9
9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,9 

